"from_station_id","to_station_id","fare_octo_adult","fare_octo_child","fare_octo_elderly","fare_octo_pwd","fare_octo_student","fare_octo_joyyou_sixty","fare_single_adult","fare_single_child","fare_single_elderly"
"80","600",6.10,3.00,2.00,2.00,3.00,2.00,8.00,4.00,4.00
"170","1",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","10",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","15",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","20",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","30",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","240",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","250",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","260",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","265",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","920",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","40",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","50",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","60",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","70",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","75",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","80",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","170",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"170","180",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","190",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","200",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","212",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","220",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","230",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","270",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","275",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","280",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","295",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","300",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","310",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","320",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","330",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","90",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","100",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","110",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","120",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","130",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","140",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","150",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","160",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"170","340",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","350",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","360",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","370",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"170","380",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"170","390",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"170","400",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"170","425",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"170","430",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"170","435",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"170","445",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"170","448",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"170","450",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"170","455",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"170","460",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"170","490",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"170","500",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"170","468",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"170","480",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"170","510",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"170","520",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"170","530",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"170","540",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"170","550",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"170","560",6.10,3.00,2.00,2.00,3.00,2.00,8.00,4.00,4.00
"170","570",6.10,3.00,2.00,2.00,3.00,2.00,8.00,4.00,4.00
"170","580",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"170","590",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"170","600",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","1",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","10",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","15",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","20",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","30",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","240",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","250",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","260",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","265",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","920",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","40",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","50",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","60",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","70",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","75",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","80",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","170",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","180",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"180","190",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","200",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","212",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","220",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","230",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","270",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","275",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","280",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","295",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","300",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","310",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","320",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","330",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","90",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","100",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","110",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","120",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","130",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","140",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","150",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","160",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"180","340",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","350",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","360",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","370",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"180","380",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"180","390",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"180","400",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"180","425",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"180","430",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"180","435",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"180","445",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"180","448",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"180","450",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"180","455",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"180","460",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"180","490",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"180","500",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"180","468",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","480",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","510",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","520",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","530",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","540",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","550",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","560",6.10,3.00,2.00,2.00,3.00,2.00,8.00,4.00,4.00
"180","570",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","580",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","590",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"180","600",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","1",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","10",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","15",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","20",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","30",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","240",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","250",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","260",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","265",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","920",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","40",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","50",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","60",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","70",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","75",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","80",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","170",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","180",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","190",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"190","200",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","212",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","220",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","230",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","270",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","275",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","280",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","295",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","300",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","310",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","320",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","330",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","90",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","100",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","110",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","120",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","130",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","140",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","150",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","160",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"190","340",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","350",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","360",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","370",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"190","380",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"190","390",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"190","400",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"190","425",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"190","430",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"190","435",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"190","445",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"190","448",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"190","450",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"190","455",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"190","460",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"190","490",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"190","500",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"190","468",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","480",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","510",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","520",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","530",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","540",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","550",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","560",6.10,3.00,2.00,2.00,3.00,2.00,8.00,4.00,4.00
"190","570",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","580",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","590",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"190","600",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","1",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","10",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","15",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","20",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","30",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","240",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","250",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","260",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","265",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","920",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","40",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","50",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","60",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","70",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","75",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","80",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","170",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","180",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","190",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","200",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"200","212",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","220",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","230",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","270",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","275",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","280",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","295",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","300",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","310",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","320",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","330",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","90",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","100",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","110",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","120",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","130",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","140",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","150",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","160",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"200","340",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","350",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","360",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","370",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"200","380",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"200","390",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"200","400",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"200","425",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"200","430",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"200","435",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"200","445",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"200","448",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"200","450",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"200","455",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"200","460",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"200","490",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"200","500",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"200","468",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","480",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","510",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","520",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","530",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","540",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","550",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","560",6.10,3.00,2.00,2.00,3.00,2.00,8.00,4.00,4.00
"200","570",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","580",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","590",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"200","600",7.40,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"212","1",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","10",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","15",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","20",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","30",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","240",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","250",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","260",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","265",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","920",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","40",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","50",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","60",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","70",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","75",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","80",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","170",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","180",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","190",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","200",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","212",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"212","220",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","230",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","270",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","275",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","280",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","295",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","300",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","310",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","320",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","330",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","90",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","100",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","110",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","120",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","130",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","140",5.30,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","150",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","160",5.10,2.20,2.00,2.00,2.20,2.00,5.50,3.00,3.00
"212","340",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","350",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","360",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","370",5.40,2.60,2.00,2.00,2.60,2.00,5.50,3.00,3.00
"212","380",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"212","390",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"212","400",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"212","425",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"212","430",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"212","435",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"212","445",5.40,2.60,2.00,2.00,2.60,2.00,6.50,3.50,3.50
"212","448",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"212","450",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"212","455",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"212","460",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"212","490",6.10,3.00,2.00,2.00,3.00,2.00,6.50,3.50,3.50
"212","500",6.50,3.30,2.00,2.00,3.30,2.00,6.50,3.50,3.50
"212","468",6.10,3.00,2.00,2.00,3.00,2.00,8.00,4.00,4.00
"212","480",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"212","510",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"212","520",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"212","530",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"212","540",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"212","550",6.50,3.30,2.00,2.00,3.30,2.00,8.00,4.00,4.00
"212","560",6.10,3.00,2.00,2.00,3.00,2.00,8.00,4.00,4.00
"212","570",6.10,3.00,2.00,2.00,3.00,2.00,8.00,4.00,4.00
"212","580",6.10,3.00,2.00,2.00,3.00,2.00,8.00,4.00,4.00
